"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NOC2L",5364.31924775672,-0.0955846761923857,0.134448739203503,-0.710937690889816,0.477122848377117,0.686287644095607
"KLHL17",110.302462780536,-0.0187122259222263,0.285186518775779,-0.0656139918624216,0.947685149224495,0.976802884397469
"PLEKHN1",141.528919311914,0.0889384816115146,0.254072332275742,0.350051817192715,0.726299810198671,0.859417078481448
"PERM1",8.5652437574963,1.37580842000351,0.980283368854832,1.40348032386873,0.16047365533599,0.349336114186756
"HES4",995.051668301425,0.175766498921374,0.160938071177844,1.09213747645294,0.274772679121795,0.485819619520757
"RPL39P12",3.64917091575304,-0.148506346832059,1.55766976126598,-0.0953387878001572,0.92404573474395,NA
"ISG15",289.82484225492,1.18043781380825,0.276265022989045,4.27284569373467,1.9299401729078e-05,0.000721345219739205
"AGRN",4871.95306025014,-0.350400433999435,0.138250701712681,-2.53452915362161,0.0112598557269612,0.06072785809129
"LOC100288175",162.966078302039,0.600028403990378,0.265824305717461,2.2572367954499,0.0239932823669185,0.0998920322542706
"LOC105378948",7.39347167996244,-0.49903588835411,0.970064220100613,-0.514435929099984,0.606947244801904,NA
"RNF223",115.417763994379,0.845369741617119,0.278371883212903,3.0368359471512,0.00239075533482537,0.0203942179615041
"C1orf159",286.097094240148,0.206905317846012,0.208609640461729,0.991830086989533,0.321280418159508,0.535747115481483
"LINC01342",3.02888882805132,1.77714039956807,1.58719948353991,1.1196704749453,0.262854211243466,NA
"MIR200B",0,NA,NA,NA,NA,NA
"MIR200A",0.166181382408147,0.839865322524194,4.0804728567969,0.205825489348672,0.836927229851064,NA
"MIR429",0.87991194208007,-0.448470756585148,3.34132406127052,-0.134219473586354,0.89322902754472,NA
"TTLL10-AS1",1.39134473930947,-1.68224460331001,2.83801681009347,-0.592753572609954,0.55334608282409,NA
"TTLL10",0.853619575993294,-3.28830597530412,3.31269916016081,-0.992636462389929,0.320887148865919,NA
"TNFRSF18",3.21073013574224,-0.786009135143092,1.69728663255103,-0.46309746395735,0.643294507733514,NA
"TNFRSF4",0.837377829275643,3.15058731011139,3.32879283825242,0.946465419507878,0.343911251939824,NA
"SDF4",6843.66825415264,-0.0763859183740255,0.133522846613972,-0.57208126033191,0.567266924129132,0.755023529755482
"B3GALT6",1404.2672559551,0.436585260871879,0.154325266380721,2.82899405334459,0.0046694566588898,0.0323559021744985
"C1QTNF12",122.012509764517,0.368211702569011,0.292512995843699,1.25878749936212,0.208107096725787,0.409224503506441
"UBE2J2",2313.66924614596,0.340388761538216,0.134455499945811,2.53160905783252,0.0113540503145911,0.0610382016194731
"LINC01786",3.51997118944288,0.608489993904494,1.71834880189974,0.354113200551467,0.723254049639573,NA
"SCNN1D",10.65051609764,-0.393622718003047,0.989783890990116,-0.397685516592205,0.690862014863252,0.83725736440422
"ACAP3",898.009567248918,-0.233681314892108,0.149541379200465,-1.56265320101703,0.118134187577761,0.287808062973907
"MIR6726",0,NA,NA,NA,NA,NA
"SNORD167",0,NA,NA,NA,NA,NA
"PUSL1",1681.82674327442,0.379050923533959,0.164966129301013,2.29774999959117,0.0215760220311428,0.0934628376308581
"INTS11",2675.35316547587,-0.11224173884447,0.141838949301148,-0.791332277893297,0.428750117507284,0.64299647400432
"MIR6727",0,NA,NA,NA,NA,NA
"CPTP",1937.87798346936,0.251131481613442,0.140964797421837,1.78151911829399,0.0748276844741842,0.215842443206134
"TAS1R3",21.0995536496545,0.942215242412798,0.605680045021021,1.55563197129946,0.119795631672392,0.29025168566211
"DVL1",2160.3557077317,0.13893871992979,0.134440847218871,1.03345614672896,0.301390482713298,0.513731440339693
"MIR6808",0,NA,NA,NA,NA,NA
"MXRA8",375.202742418688,-0.847564851513333,0.197948363594701,-4.28174719973296,1.85431575332122e-05,0.000703607202804519
"AURKAIP1",7282.03846077387,0.686409895464365,0.199922277510052,3.43338373298519,0.000596097798078778,0.00767552731752984
"CCNL2",734.266430630795,0.369109350653603,0.172996866821811,2.13361870324386,0.0328740057059024,0.124580429208613
"MRPL20-AS1",705.273582859218,0.0449066444357003,0.180464040098801,0.248839848709553,0.80348466558388,0.903626335092008
"MRPL20",2941.59200414006,0.542422381779321,0.169358981527743,3.20279666827392,0.0013610003775724,0.0136874290838944
"LOC107984868",0,NA,NA,NA,NA,NA
"ANKRD65",8.48955060607795,0.326068134321311,0.963544429277645,0.338404877256941,0.735058099201029,NA
"LOC105378585",0.830906912040735,3.12307985583031,3.71165720830248,0.841424646878595,0.400110082682651,NA
"TMEM88B",0,NA,NA,NA,NA,NA
"LINC01770",6.38734828430917,0.417864166458571,1.16968242276416,0.357245828719121,0.720907780059772,NA
"LOC107985729",1.68383267561032,0.530453273940373,2.39833649319754,0.221175500370741,0.82495578475569,NA
"VWA1",1657.73136547093,-0.00281911908329767,0.149761587532978,-0.0188240464710411,0.984981470910253,0.993465833512979
"ATAD3C",6.02853134227143,1.33861677900854,1.12749717939212,1.18724623305066,0.235130509333045,NA
"ATAD3B",2805.86587599794,0.367124066695695,0.140518752177346,2.61263397950157,0.00898474683217259,0.0514178638872099
"ATAD3A",5342.8737257173,0.307662937294434,0.136290969191514,2.25739782407821,0.0239832275672645,0.0998920322542706
"TMEM240",2.78617433760949,-1.59636507875789,1.66287337177069,-0.960003994205537,0.337053204699088,NA
"SSU72",4242.0485526093,0.532129247628193,0.157767204547366,3.37287618903352,0.000743873935153094,0.00892648722183713
"FNDC10",175.733856765304,0.164313928827491,0.24835439227651,0.661610722167332,0.50822073413363,0.71153495522866
"LOC105378586",0.510247385412575,-2.54651849039777,3.99567694461191,-0.637318413299577,0.523917459433431,NA
"MIB2",502.110934342302,0.13566307041534,0.164310865777257,0.82564880766466,0.409003339693982,0.624765136210986
"MMP23B",0.667500779327426,-2.93569317339815,3.97483528051838,-0.738569768610711,0.460168287194281,NA
"CDK11B",2017.69426043811,0.621732573755814,0.252843304283955,2.4589639639323,0.013933860325263,0.0698697552877358
"SLC35E2B",386.340771804965,-0.54583001044233,0.212965880203726,-2.56299276635385,0.0103774210569715,0.0571826422065767
"LOC100288379",1.76668867327039,-0.426506778777865,2.1226080976918,-0.200935245296418,0.840749207951405,NA
"MMP23A",0,NA,NA,NA,NA,NA
"CDK11A",722.60723189438,0.92536376439417,0.505765199265683,1.82963115243536,0.067305112164267,0.201391299883816
"SLC35E2A",521.469486908876,-0.746526110429745,0.176159681031661,-4.23778077967553,2.25740020567004e-05,0.000802978120570844
"LOC100129381",9.83557062937419,0.540228443031159,0.897424522209658,0.601976466723906,0.547189802399229,0.74005421028331
"LOC112268218",0,NA,NA,NA,NA,NA
"NADK",1866.78867000146,-0.273765098870669,0.164886213294469,-1.6603274064021,0.0968486051881085,0.25479604007021
"GNB1",10670.8942668196,-0.16015577067166,0.13436161420493,-1.19197563693593,0.233270798309381,0.438457828575496
"LOC105378949",5.13959324877823,0.741548046223975,1.27008073263368,0.583858984055509,0.559315190316757,NA
"CALML6",0,NA,NA,NA,NA,NA
"TMEM52",47.1374944124148,0.596684807424061,0.496800624919879,1.20105486485709,0.229729919613951,0.43469158378663
"CFAP74",0.352993991497724,-2.00891116635511,4.03518207721844,-0.49784895152486,0.618590510248476,NA
"LOC107984872",1.23547897024204,-3.8184175080188,3.19727713463715,-1.19427167155848,0.232371715134019,NA
"LOC105378589",3.99917889354926,3.3897230946848,1.66830571854799,2.03183568634833,0.0421702931391346,NA
"GABRD",2.02174593981629,-4.53351123758243,2.45996518597946,-1.842916828019,0.0653411549222651,NA
"LOC105378590",0.126253766114837,0.839865322524194,4.0804728567969,0.205825489348672,0.836927229851064,NA
"LOC105378591",0.348136214488846,-1.99149877754263,4.03671618771286,-0.493346246041385,0.621767956964487,NA
"PRKCZ",691.229554428117,-0.292446780440253,0.183614523829006,-1.59272139448293,0.111222705820297,0.277141465475412
"PRKCZ-AS1",12.1795867950286,1.0437165266306,0.771805926016913,1.35230437011147,0.176277966978549,0.37065855346163
"FAAP20",1061.19281130578,0.505829573765813,0.195669531587305,2.58512181054677,0.00973445996709076,0.0544400184675493
"LOC112268219",149.443056092436,0.279145993237547,0.302604254605867,0.922478745717327,0.356278911789362,0.573626849688989
"LOC105378593",0.522204321733268,-2.5769766165666,3.99383982645317,-0.645237848422966,0.518773062395093,NA
"SKI",1774.49050011085,-0.5677798363573,0.16549517301835,-3.43079393798601,0.000601817569098367,0.00771603227172483
"MORN1",123.548756194042,-0.22217152674402,0.268417290907732,-0.827709444472381,0.407835069173495,0.62375426285581
"LOC100129534",25.6232237832941,0.366975639120694,0.540918462885883,0.678430603316482,0.497498710650086,0.702384200755792
"RER1",4560.79995917217,0.119441913711791,0.139079878937922,0.858800817371314,0.390450416551352,0.607565494525713
"PEX10",658.049446021772,-0.298010999658801,0.221313513749291,-1.34655581853169,0.178123331650103,0.372864873571472
"PLCH2",0.252507532229675,1.48218483963678,4.06014760525831,0.365056885547017,0.715068943502583,NA
"PANK4",2.19659429116316,2.41568486354004,2.01485333585349,1.19893831503957,0.230551931963651,NA
"HES5",0,NA,NA,NA,NA,NA
"TNFRSF14-AS1",0,NA,NA,NA,NA,NA
"TNFRSF14",4.32766490005707,-0.363425953177212,1.39670271127388,-0.260202797806374,0.794707346239139,NA
"LOC100996583",0,NA,NA,NA,NA,NA
"PRXL2B",0,NA,NA,NA,NA,NA
"MMEL1",0.838765454123062,0.625118475387054,3.39208583089904,0.184287340164789,0.853788044924513,NA
"MMEL1-AS1",0,NA,NA,NA,NA,NA
"TTC34",0,NA,NA,NA,NA,NA
"LOC105378603",0,NA,NA,NA,NA,NA
"LOC105378602",0,NA,NA,NA,NA,NA
"LOC105378601",0,NA,NA,NA,NA,NA
"LOC112268220",0,NA,NA,NA,NA,NA
"LOC107985732",0,NA,NA,NA,NA,NA
"LOC105378600",0,NA,NA,NA,NA,NA
"LOC105378598",0,NA,NA,NA,NA,NA
"LOC107984904",0,NA,NA,NA,NA,NA
"LOC105378599",0,NA,NA,NA,NA,NA
"ACTRT2",0.379286357584501,1.96488902270683,4.01999297647105,0.488779217826322,0.624998012713105,NA
"PRDM16-DT",13.0794361068235,-0.00922178982701792,0.774367994041317,-0.0119087951697109,0.990498380782515,0.995145361466281
"PRDM16",54.0683730752797,-0.0843343637191715,0.381524749299622,-0.221045591076298,0.825056934312475,0.91556174219597
"MIR4251",0,NA,NA,NA,NA,NA
"LOC105378606",0.631793889814175,2.72858275830184,3.73347116478094,0.730843399579849,0.464874811273726,NA
"LOC107984909",3.70302779106747,-1.73577226090022,1.6613646398581,-1.04478704990885,0.296121401451687,NA
"LOC105378605",0.664725529632588,2.80089384191578,3.97066960463687,0.705395845236015,0.480563928872385,NA
"LOC105378604",30.3342298778377,0.390544878676991,0.519813283793704,0.751317618947162,0.452461528189413,0.663551211790892
"ARHGEF16",880.763090348757,-0.18029825364962,0.153096939309508,-1.17767379584983,0.238926677454182,0.444407178168687
"MEGF6",134.132792191079,0.406158296845641,0.282137717156769,1.43957461958183,0.149987784530509,0.333731727218418
"LOC105378608",2.25223462051711,-0.539889063094419,2.15780556074293,-0.250202832413008,0.802430494957809,NA
"MIR551A",0,NA,NA,NA,NA,NA
"LOC105378607",0,NA,NA,NA,NA,NA
"TPRG1L",2088.05502615375,-0.036760814657917,0.12997231272127,-0.282835735459689,0.777302759367884,0.888244415782696
"WRAP73",590.258937619735,0.0536540812009571,0.18055142509128,0.297167863249108,0.76633835562264,0.882171987255924
"TP73",1153.38452666006,0.348869406690938,0.157709980445896,2.21209466708812,0.0269601245339571,0.108809557624286
"TP73-AS3",7.202186177233,1.47842775508553,1.0555675152522,1.40059989884427,0.161333751227216,NA
"LOC105378609",0.498544147224441,2.38472557631168,3.9917652192519,0.597411281808452,0.550232823302863,NA
"TP73-AS1",0,NA,NA,NA,NA,NA
"CCDC27",0.665419342056297,1.42220051380735,3.73327315103162,0.380952707254852,0.703238341269844,NA
"SMIM1",39.7338779355128,-0.0809726405520508,0.438357849845143,-0.184718126025702,0.853450128319323,0.931578947145147
"LRRC47",2178.28457525058,-0.0385361601752117,0.143226330406117,-0.269057791719879,0.787885210394951,0.894675621895562
"CEP104",770.453357076255,-0.194913700877478,0.153911531379824,-1.2664008936177,0.20536959116103,0.406492694341616
"DFFB",128.402610662079,0.0361637700389314,0.291226783125556,0.124177349523997,0.901174855876211,0.956369662244045
"LOC107984910",6.78731382261808,1.34078322082507,1.18402041531762,1.13239873525778,0.2574668363532,NA
"C1orf174",686.095664661694,-0.193613387684375,0.169367414210647,-1.14315607040899,0.25297379775932,0.461124831888609
"LINC01134",11.0969238796629,-0.529229695436375,0.796223072579598,-0.664675156576135,0.506258287123146,0.709972673362813
"LINC01346",0,NA,NA,NA,NA,NA
"LINC01345",0.252507532229675,1.48218483963678,4.06014760525831,0.365056885547017,0.715068943502583,NA
"LINC02780",0,NA,NA,NA,NA,NA
"LINC01777",0,NA,NA,NA,NA,NA
"LOC105376674",0,NA,NA,NA,NA,NA
"LINC01646",0,NA,NA,NA,NA,NA
"LOC107985376",0,NA,NA,NA,NA,NA
"AJAP1",0,NA,NA,NA,NA,NA
"LINC02781",0,NA,NA,NA,NA,NA
"LOC102724429",0,NA,NA,NA,NA,NA
"LINC02782",0,NA,NA,NA,NA,NA
"LOC105376682",0,NA,NA,NA,NA,NA
"LOC107984911",0,NA,NA,NA,NA,NA
"LOC105376686",0,NA,NA,NA,NA,NA
"MIR4689",0,NA,NA,NA,NA,NA
"NPHP4",184.073247329889,-0.46810809603102,0.242197549443118,-1.93275323019302,0.0532666043679552,0.171782589710068
"KCNAB2",203.214077960103,-0.755003109317482,0.233772236540861,-3.22965259044144,0.00123940722775437,0.0127759529089288
"CHD5",1.58543162803042,0.350354380139531,2.215669761989,0.158125721689237,0.87435773260984,NA
"LOC112268285",0,NA,NA,NA,NA,NA
"LOC105376687",0,NA,NA,NA,NA,NA
"RPL22",21277.5384809014,0.907617787922139,0.179221555045169,5.06422225659961,4.10071009911334e-07,5.39100682736959e-05
"LOC107985733",1.59684129280602,2.93927366870285,2.28559592915275,1.28599882035685,0.198443473372407,NA
"RNF207-AS1",4.17587426742284,1.5756993571015,1.44303091807567,1.09193735031177,0.27486063925369,NA
"RNF207",58.9175091725692,0.474953127144444,0.382484309741717,1.24175845922979,0.214325693736768,0.416102784679622
"ICMT",6421.62681931075,-0.114925347796278,0.151307304256998,-0.759549238951975,0.447524071101225,0.65934041606272
"LINC00337",48.014190397171,0.550767260930456,0.397724951106169,1.38479433940123,0.166115362309931,0.356900379917036
"HES3",0,NA,NA,NA,NA,NA
"GPR153",83.0952100647429,-0.596626919520525,0.333874556420396,-1.78697929520956,0.0739408350456692,0.214232599200559
"ACOT7",3702.2943724001,0.00757444833461493,0.134655026169296,0.0562507657537557,0.955142039927187,0.979921205724463
"HES2",11.2838464354123,-0.0933444220914947,0.84647905509141,-0.110273752823588,0.912192272506158,0.961171258100168
"ESPN",117.635013701676,-0.468585072934303,0.319248954458623,-1.46777324213613,0.142165828080393,0.323188447030021
"MIR4252",0,NA,NA,NA,NA,NA
"TNFRSF25",7.55246904932383,0.773202827184545,0.980279494861763,0.788757523989197,0.430253739755328,NA
"PLEKHG5",124.115360603645,-0.400288330562502,0.284553663471186,-1.40672351808619,0.159509389169404,0.348102543162348
"NOL9",1715.28266047312,0.45073587492539,0.145211771682036,3.10398991558583,0.0019092983860341,0.01739608766558
"TAS1R1",0.732280349082225,0.0719521077050567,3.59821950353362,0.0199965865435381,0.984046095565845,NA
"LOC107984912",0,NA,NA,NA,NA,NA
"ZBTB48",252.999355539454,0.528282927518285,0.240437320585137,2.19717523981982,0.0280079332207674,0.111708563945931
"KLHL21",2619.86073411789,0.0260316840529299,0.166501135243045,0.156345384762277,0.875760784295958,0.94277995063086
"LOC107984913",4.04938508560637,3.41406368669841,1.66583251797437,2.04946394662163,0.0404167698143412,NA
"PHF13",1470.10956182376,0.37678380805073,0.156277243142126,2.4109959996419,0.0159090229355383,0.0762708801145729
"THAP3",389.578542736489,0.315568533901134,0.205588111399064,1.53495516717204,0.124794840980993,0.298028214885774
"DNAJC11",1710.89566205369,-0.53968913845291,0.195837209951392,-2.75580487787211,0.00585479121145853,0.0378734015277126
"LINC01672",0,NA,NA,NA,NA,NA
"CAMTA1-DT",6.83220235208614,1.02736506498144,1.05401319831541,0.974717457640418,0.329700430856269,NA
"CAMTA1",781.001576062304,0.576188311300208,0.181220766748156,3.17948280232663,0.00147538123951733,0.0145098517177728
"RPL37P9",0.568929536376751,2.55923549351946,3.9821904707603,0.642670287197699,0.520438064811368,NA
"LOC105376692",0,NA,NA,NA,NA,NA
"CAMTA1-AS2",0,NA,NA,NA,NA,NA
"CAMTA1-AS1",0.352993991497724,-2.00891116635511,4.03518207721844,-0.49784895152486,0.618590510248476,NA
"LOC105376691",0,NA,NA,NA,NA,NA
"LOC105376689",9.23707730126366,1.2516422240823,1.01704060929686,1.23067084307246,0.218445997317127,0.42126461757451
"VAMP3",3061.89431324174,-0.186645086729463,0.148791517817703,-1.25440676637319,0.209694194410403,0.410943591242564
"PER3",824.63715032996,-0.530883709319868,0.171606296832795,-3.09361439013591,0.00197734308533097,0.0178532639535787
"UTS2",3.38540575948837,3.16531253903615,1.76016215620738,1.7983073479187,0.0721283159673547,NA
"TNFRSF9",147.019252454004,0.0502207578402171,0.297468019341746,0.168827418662848,0.865932390912017,0.937568773374209
"PARK7",7950.28701453315,0.361656585378685,0.154101149039736,2.34687792811609,0.0189314560728929,0.0859209402340442
"ERRFI1",2392.53594738216,0.0293053630623328,0.159254164060315,0.184016306482471,0.85400066264198,0.931908404199344
"RPL7AP18",0.252507532229675,1.48218483963678,4.06014760525831,0.365056885547017,0.715068943502583,NA
"LOC107984915",0.18964317879225,0.839865322524194,4.0804728567969,0.205825489348672,0.836927229851064,NA
"LINC01714",0.252507532229675,1.48218483963678,4.06014760525831,0.365056885547017,0.715068943502583,NA
"LOC105376695",0.378761298344512,2.02707481226112,4.01529276327174,0.504838608731837,0.613672195972384,NA
"SLC45A1",0.631793889814175,2.72858275830184,3.73347116478094,0.730843399579849,0.464874811273726,NA
"RERE",1642.8099846135,-0.133651818718297,0.164370101212887,-0.813115145224585,0.416152043859128,0.630793571335014
"RERE-AS1",1.12472968541114,1.23369306149213,2.80663105543126,0.439563675141678,0.660253154550552,NA
"SNORD128",0,NA,NA,NA,NA,NA
"RPL7P11",0.933006511534814,0.765476584200892,2.97374331544816,0.257411788107048,0.796860903827366,NA
"RPL7P7",1.14536091209257,-0.57354679937282,2.53502267673111,-0.226249179006321,0.821007622785427,NA
"RPL23AP19",0,NA,NA,NA,NA,NA
"ENO1",84371.3902733563,0.091664849630646,0.138791428374164,0.660450365735332,0.508964860175513,0.712231377640506
"MIR6728",0.166181382408147,0.839865322524194,4.0804728567969,0.205825489348672,0.836927229851064,NA
"ENO1-AS1",19.5039087166166,-0.205104092309161,0.707566433672165,-0.289872558318943,0.771913736003476,0.885321424689129
"HMGN2P17",0.664725529632588,2.80089384191578,3.97066960463687,0.705395845236015,0.480563928872385,NA
"LOC112268261",0.252507532229675,1.48218483963678,4.06014760525831,0.365056885547017,0.715068943502583,NA
"CA6",0,NA,NA,NA,NA,NA
"RN7SL451P",0,NA,NA,NA,NA,NA
"SLC2A7",6.51564361241517,1.49544117170391,1.07792529925,1.387332844627,0.165340292232989,NA
"SLC2A5",111.390091908867,-0.719722955328165,0.296398180771528,-2.42823000281148,0.015172717648807,0.0741227810040155
"GPR157",265.060341475793,0.012393185169883,0.20454517950613,0.0605889867451587,0.951686544714434,0.978720492631046
"MIR34AHG",9.36807994322769,0.101412667575649,0.92490256710905,0.109646865715415,0.91268944123843,0.961171258100168
"MIR34A",0,NA,NA,NA,NA,NA
"LNCTAM34A",3.89133975506305,3.35235152780003,1.75552727368856,1.90959808944259,0.056184981311349,NA
"H6PD",471.022697227878,0.0310646880145858,0.187806497775119,0.165407951176338,0.868622895746211,0.938909560179158
"SPSB1",971.662379681376,0.242916854316155,0.151530576936525,1.60308803165127,0.108915219978477,0.273437406538931
"LINC02606",3.82409173495291,1.41492981586543,1.78951180812922,0.790679228512391,0.429131200179078,NA
"SLC25A33",811.986996968253,0.540925930492622,0.176281980857657,3.06852650430226,0.00215117245459527,0.0189751531007252
"RPL9P11",0.853676338188184,0.524140092257869,3.10611009735696,0.168744853153746,0.865997336921099,NA
"TMEM201",2477.08480387093,0.0870221386772168,0.133265029733627,0.653000557244151,0.513755919271004,0.715496535777161
"LOC105376712",0,NA,NA,NA,NA,NA
"PIK3CD",51.6161043928824,0.360237716593229,0.406606321939312,0.885961917353062,0.375638048974118,0.592350358926207
"PIK3CD-AS1",0,NA,NA,NA,NA,NA
"PIK3CD-AS2",16.2865852340012,1.09026243168261,0.688130112508664,1.58438413297729,0.113106330466629,0.279696037128169
"CLSTN1",3442.84149358566,-0.129046008144258,0.129756567136631,-0.994523907282281,0.31996787219072,0.534158884873526
"MZT1P1",0.666113154480007,-0.0211830620497876,3.7312939833443,-0.00567713563829176,0.995470325456439,NA
"CTNNBIP1",189.599961905071,-0.0918805127367559,0.248470722454522,-0.369784060790394,0.711543392404645,0.849905352674595
"LOC105376717",0,NA,NA,NA,NA,NA
"LZIC",1350.58945979718,0.0295864600830906,0.139308778240052,0.21238044333508,0.831810241733691,0.919013238954943
"NMNAT1",110.323167640918,0.142344830098079,0.331512563461603,0.429379896229983,0.667646781656017,0.822377544663082
"TMEM274P",0.332362764816294,1.79754284798387,4.0336587695017,0.445635823628662,0.655860329071676,NA
"MIR5697",0,NA,NA,NA,NA,NA
"RBP7",36.4849774176832,1.26220105109382,0.467161366301401,2.70185238365682,0.00689543687420923,0.0428300074059876
"UBE4B",1607.9850257486,-0.414219856742518,0.155315920079679,-2.66695041004179,0.00765429651022627,0.0461846200061479
"RPL21P21",0,NA,NA,NA,NA,NA
"KIF1B",2625.68057728975,-0.300814421949344,0.164664180710386,-1.82683581002003,0.0677244598887447,0.202081267133686
"RNU6-37P",4.03297165678804,4.37957463368415,1.75324860123999,2.49797697290999,0.0124904307017002,NA
"LOC105376725",6.02240538858272,5.98881340428664,1.63502160555976,3.66283441388308,0.000249439791688192,NA
"PGD",6807.61589829506,-0.10374788359362,0.146269359478771,-0.70929334731022,0.478142455960494,0.687028964618529
"CENPS",91.4528711106784,1.13852339971389,0.426739207343285,2.66796061885643,0.00763132024394706,0.0460830893699752
"CENPS-CORT",0.693243481150294,-1.62630190175516,3.36589180522333,-0.483171175981177,0.628974199681002,NA
"CORT",2.34805234237874,4.61229285076781,2.3328032584865,1.97714609407748,0.0480251188042916,NA
"DFFA",6068.93042089589,0.559065033353638,0.170097037266887,3.28674174657404,0.00101353737133951,0.0111044576912548
"PEX14",533.12129520761,-0.110061293215515,0.172811621681696,-0.636885946352838,0.524199137538812,0.722986718821359
"RN7SL614P",0,NA,NA,NA,NA,NA
"CASZ1",568.667679809553,-0.0333672586618379,0.191659004474535,-0.174097005008034,0.861789226915127,0.935297562423844
"LOC105376733",0,NA,NA,NA,NA,NA
"LOC105376735",0,NA,NA,NA,NA,NA
"C1orf127",0.348136214488846,-1.99149877754263,4.03671618771286,-0.493346246041385,0.621767956964487,NA
"CFL1P6",0,NA,NA,NA,NA,NA
"TARDBP",6129.83875497679,-0.0939787875512717,0.123351478421497,-0.761878080051401,0.446132773722395,0.658263242031035
"MASP2",10.6549741235386,0.433761045057969,0.855190575586587,0.50720980497294,0.612007616046227,0.786889435472322
"SRM",5643.24241210276,0.381070541836481,0.131882797060471,2.88946360200226,0.0038589967871204,0.0284779142517777
"EXOSC10",2054.70271131798,-0.442618486615223,0.158859484773947,-2.78622637637947,0.00533256169638879,0.0355568073391959
"EXOSC10-AS1",9.11711112605428,0.353984857086258,0.956235637054746,0.37018580292254,0.711244054025261,0.849615516197546
"MTOR",1955.86373402586,-0.42276815339928,0.158835178854352,-2.66167832874699,0.00777521427407088,0.0465790755259079
"MTOR-AS1",0,NA,NA,NA,NA,NA
"RNU6-537P",0,NA,NA,NA,NA,NA
"ANGPTL7",4.1679475760927,0.777320889862504,1.30298033590193,0.596571466540542,0.550793526231625,NA
"RPL39P6",0.348136214488846,-1.99149877754263,4.03671618771286,-0.493346246041385,0.621767956964487,NA
"UBIAD1",1121.48580175755,0.271380621402069,0.14456161859585,1.87726606853211,0.0604816363207466,0.186560766654734
"UBE2V2P3",1.65838607942995,-1.43902165007559,2.22971670533769,-0.645383176540201,0.518678902920638,NA
